Petfinder-ID,Name,Size,Gender,Age,Color,Breed,Category_x,Intelligence-Ranking_x,Intelligence-Category_x,Size-Category_x,Longevity_x,Total-Cost($)_x,Purchase-Cost($)_x,Food-Cost($)_x,Category_y,Intelligence-Ranking_y,Intelligence-Category_y,Size-Category_y,Longevity_y,Total-Cost($)_y,Purchase-Cost($)_y,Food-Cost($)_y,Cost-Category_x,Category,Intelligence-Ranking,Intelligence-Category,Size-Category,Longevity,Total-Cost($),Purchase-Cost($),Food-Cost($),Cost-Category_y
69755337,Ruby,Medium,Female,Baby,Brown,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755340,Ruffles,Medium,Male,Baby,White,Manchester Terrier,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Terrier,32,Above-Average,Small,9.32,18078,720,3809,High-End,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Budget
69755341,Fozzy Bear,Small,Female,Baby,Tricolor,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69755345,Sahara,Medium,Female,Baby,Bicolor,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755351,Rod Stewart,Small,Male,Senior,Yellow,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755352,Blaze,Large,Male,Baby,Brindle,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755353,Sharon,Medium,Female,Adult,Brown,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755355,DP#52 Liesel,Medium,Female,Adult,Yellow,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755361,Samwise,Large,Male,Baby,Brown,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755368,Gypsy,Large,Female,Adult,Bicolor,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69755369,Sandwich,Small,Male,Young,Black,Manchester Terrier,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Terrier,32,Above-Average,Small,9.32,18078,720,3809,High-End,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Budget
69755377,Sasha,Medium,Female,Young,Brown,American English Coonhound,Hound,54,Average,Large,11.5,15161,283,4688,Hound,54,Average,Large,11.5,15161,283,4688,Mid-Price,Hound,54,Average,Large,11.5,15161,283,4688,Saver
69755382,Blessing,Medium,Female,Young,White,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755387,Savvy,Medium,Female,Baby,Black,Beagle,Hound,73,Low,Small,12.3,16777,288,3425,Hound,73,Low,Small,12.3,16777,288,3425,Mid-Price,Hound,73,Low,Small,12.3,16777,288,3425,Saver
69755389,Khy,Medium,Male,Young,Brown,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69755390,Dante,Medium,Male,Adult,Black,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755401,Christmas Carol (mom),Large,Female,Adult,Brindle,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69755409,Oscar,Large,Male,Young,Yellow,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69755411,Molly,Large,Female,Young,White,Great Pyrenees,Working,64,Fair,Large,10.0,16102,503,5484,Working,64,Fair,Large,10.0,16102,503,5484,Mid-Price,Working,64,Fair,Large,10.0,16102,503,5484,Saver
69755413,Sawyer,Medium,Male,Baby,Black,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69755420,Sebastian,Medium,Male,Young,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755427,September,Medium,Female,Young,Red,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755434,Silky,Medium,Female,Baby,Yellow,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755448,Mpenzi - such a cutie!,Medium,Female,Young,White,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69755490,Smiley,Small,Male,Baby,White,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69755497,Coal,Medium,Male,Adult,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755506,Marlo,Small,Female,Adult,Apricot,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755520,Blackbeard ,Large,Male,Young,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755522,Lyric,Medium,Female,Adult,Black,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69755525,Sparrow,Medium,Male,Baby,Harlequin,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69755539,Toni,Medium,Male,Baby,Black,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755541,Jack,Large,Male,Baby,Brown,Boxer,Working,48,Average,Medium,8.81,13641,700,3526,Working,48,Average,Medium,8.81,13641,700,3526,Budget,Working,48,Average,Medium,8.81,13641,700,3526,Mid-Price
69755542,Spinelli,Small,Female,Young,White,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69755543,Splinter,Small,Male,Adult,White,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69755550,Spooky,Medium,Male,Baby,Red,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755587,Spoon,Small,Male,Young,Black,Manchester Terrier,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Terrier,32,Above-Average,Small,9.32,18078,720,3809,High-End,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Budget
69755589,Tommy,Medium,Male,Baby,Gray,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755598,Spring Roll,Medium,Female,Baby,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755602,Sprite,Medium,Male,Baby,Sable,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755608,Davis,Medium,Male,Baby,Black,Ibizan Hound,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Mid-Price,Hound,53,Average,Large,10.793529411764707,15161,1500,4688,Saver
69755616,Cleo,Large,Female,Adult,White,Great Pyrenees,Working,64,Fair,Large,10.0,16102,503,5484,Working,64,Fair,Large,10.0,16102,503,5484,Mid-Price,Working,64,Fair,Large,10.0,16102,503,5484,Saver
69755617,Spritz,Small,Male,Baby,Apricot,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69755622,Peanut,Large,Female,Baby,Brindle,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755680,Sundae,Medium,Female,Baby,Apricot,Whippet,Hound,51,Average,Medium,12.87,18160,915,3584,Hound,51,Average,Medium,12.87,18160,915,3584,High-End,Hound,51,Average,Medium,12.87,18160,915,3584,Budget
69755681,Zoey,Medium,Female,Adult,Yellow,Staffordshire Bull Terrier,Terrier,49,Average,Medium,12.05,18772,1145,4823,Terrier,49,Average,Medium,12.05,18772,1145,4823,High-End,Terrier,49,Average,Medium,12.05,18772,1145,4823,Budget
69755683,Jeffrey,Small,Male,Young,Yellow,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755685,Grace,Large,Female,Baby,Black,Boxer,Working,48,Average,Medium,8.81,13641,700,3526,Working,48,Average,Medium,8.81,13641,700,3526,Budget,Working,48,Average,Medium,8.81,13641,700,3526,Mid-Price
69755691,Lexi,Medium,Female,Young,Bicolor,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755700,Peggy,Medium,Female,Young,White,Boxer,Working,48,Average,Medium,8.81,13641,700,3526,Working,48,Average,Medium,8.81,13641,700,3526,Budget,Working,48,Average,Medium,8.81,13641,700,3526,Mid-Price
69755703,Taylor ,Extra Large,Male,Adult,Black,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755704,David,Large,Male,Young,White,Great Pyrenees,Working,64,Fair,Large,10.0,16102,503,5484,Working,64,Fair,Large,10.0,16102,503,5484,Mid-Price,Working,64,Fair,Large,10.0,16102,503,5484,Saver
69755705,BLACKBERRY,Small,Male,Baby,Black,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755706,Sunshine,Medium,Male,Baby,Black,Pug,Toy,57,Fair,Medium,11.0,15421,469,3246,Toy,57,Fair,Medium,11.0,15421,469,3246,Mid-Price,Toy,57,Fair,Medium,11.0,15421,469,3246,Saver
69755708,Oso,Medium,Male,Baby,Yellow,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755714,Sweet Potato,Medium,Female,Young,Black,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755720,Tippy,Medium,Female,Baby,Yellow,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755722,Sycamore,Medium,Female,Baby,Tricolor,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755724,Candy Apple,Small,Female,Adult,Red,Beagle,Hound,73,Low,Small,12.3,16777,288,3425,Hound,73,Low,Small,12.3,16777,288,3425,Mid-Price,Hound,73,Low,Small,12.3,16777,288,3425,Saver
69755728,Taffy,Small,Male,Baby,Black,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69755730,Angelica,Medium,Female,Baby,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755742,Tequila,Small,Female,Young,Tricolor,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69755750,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755752,Babs,Medium,Female,Baby,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755753,Teri,Medium,Female,Young,Tricolor,Bernese Mountain Dog,Working,22,Excellent,Large,7.56,14032,1320,4605,Working,22,Excellent,Large,7.56,14032,1320,4605,Budget,Working,22,Excellent,Large,7.56,14032,1320,4605,Mid-Price
69755756,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755759,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755760,Tippy,Medium,Female,Baby,Sable,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755877,Tita,Medium,Female,Baby,Red,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69755879,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755881,Mulder,Large,Male,Senior,Brindle,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755882,Fox,Medium,Male,Adult,Brindle,Boxer,Working,48,Average,Medium,8.81,13641,700,3526,Working,48,Average,Medium,8.81,13641,700,3526,Budget,Working,48,Average,Medium,8.81,13641,700,3526,Mid-Price
69755888,Dash,Small,Male,Baby,Golden,Dachshund,Hound,49,Average,Small,12.63,17350,423,3517,Hound,49,Average,Small,12.63,17350,423,3517,Mid-Price,Hound,49,Average,Small,12.63,17350,423,3517,Saver
69755892,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755893,Butterball,Small,Male,Adult,Yellow,Norfolk Terrier,Terrier,56,Fair,Small,13.07,21185,2083,5231,Terrier,56,Fair,Small,13.07,21185,2083,5231,High-End,Terrier,56,Fair,Small,13.07,21185,2083,5231,High-End
69755895,Toothless,Large,Male,Young,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755896,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755902,Wheezy (I have a video),Medium,Male,Baby,Black,Beagle,Hound,73,Low,Small,12.3,16777,288,3425,Hound,73,Low,Small,12.3,16777,288,3425,Mid-Price,Hound,73,Low,Small,12.3,16777,288,3425,Saver
69755909,Tucker,Medium,Female,Baby,Black,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69755910,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755915,Kristoff,Medium,Male,Baby,Black,Bull Terrier,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Mid-Price,Terrier,66,Fair,Medium,10.21,16051,1085,4087,Saver
69755918,Valencia,Small,Female,Young,Black,Manchester Terrier,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Terrier,32,Above-Average,Small,9.32,18078,720,3809,High-End,Terrier,32,Above-Average,Small,9.32,18078,720,3809,Budget
69755924,Reese,Medium,Female,Baby,Bicolor,Belgian Sheepdog,Herding,15,Excellent,Large,11.728823529411764,16296,899,4187,Herding,15,Excellent,Large,11.728823529411764,16296,899,4187,Mid-Price,Herding,15,Excellent,Large,11.728823529411764,16296,899,4187,Saver
69755926,Velvet,Small,Female,Young,Black,Miniature Pinscher,Toy,37,Above-Average,Small,11.672941176470587,16868,535,3380,Toy,37,Above-Average,Small,11.672941176470587,16868,535,3380,Mid-Price,Toy,37,Above-Average,Small,11.672941176470587,16868,535,3380,Saver
69755936,King Charles,Small,Male,Young,Black,Miniature Schnauzer,Terrier,12,Excellent,Small,11.81,16753,715,3486,Terrier,12,Excellent,Small,11.81,16753,715,3486,Mid-Price,Terrier,12,Excellent,Small,11.81,16753,715,3486,Saver
69755937,Rex (I have a video),Medium,Male,Baby,Black,Beagle,Hound,73,Low,Small,12.3,16777,288,3425,Hound,73,Low,Small,12.3,16777,288,3425,Mid-Price,Hound,73,Low,Small,12.3,16777,288,3425,Saver
69755938,Walnut,Medium,Female,Adult,Apricot,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69755945,Watermelon,Medium,Female,Young,Black,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69755953,Jax,Large,Male,Senior,Black,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755959,Mimic,Small,Male,Baby,Black,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69755960,Nino,Medium,Male,Baby,Brindle,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69755961,33 Beans,Small,Female,Adult,Black,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69755962,BK,Medium,Male,Baby,Brindle,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69755966,Monty,Small,Male,Adult,Bicolor,Yorkshire Terrier,Toy,27,Above-Average,Small,12.6,17944,1057,3508,Toy,27,Above-Average,Small,12.6,17944,1057,3508,High-End,Toy,27,Above-Average,Small,12.6,17944,1057,3508,Budget
69755970,Zach,Large,Male,Young,White,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755974,Goose,Large,Male,Young,Red,Labrador Retriever,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Sporting,7,Brightest,Medium,12.04,18422,810,4819,High-End,Sporting,7,Brightest,Medium,12.04,18422,810,4819,Budget
69755975,Buzz (I have a video),Medium,Male,Baby,Black,Beagle,Hound,73,Low,Small,12.3,16777,288,3425,Hound,73,Low,Small,12.3,16777,288,3425,Mid-Price,Hound,73,Low,Small,12.3,16777,288,3425,Saver
69755983,Zeus,Medium,Male,Young,Black,Siberian Husky,Working,45,Average,Medium,12.58,19043,650,5035,Working,45,Average,Medium,12.58,19043,650,5035,High-End,Working,45,Average,Medium,12.58,19043,650,5035,Budget
69756125,Wishbone,Small,Female,Adult,Black,Parson Russell Terrier,Terrier,44,Average,Small,11.48,18078,528,3809,Terrier,44,Average,Small,11.48,18078,528,3809,High-End,Terrier,44,Average,Small,11.48,18078,528,3809,Budget
69756155,King,Medium,Male,Baby,Sable,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69756156,Bud,Small,Male,Baby,Yellow,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69756161,Piper aka June,Large,Female,Baby,Brown,Collie,Herding,16,Excellent,Large,11.728823529411764,16296,650,4187,Herding,16,Excellent,Large,11.728823529411764,16296,650,4187,Mid-Price,Herding,16,Excellent,Large,11.728823529411764,16296,650,4187,Saver
69756167,Nalu,Medium,Female,Young,Apricot,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69756188,Lambchop,Medium,Female,Adult,Yellow,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69756191,Wishbone,Small,Male,Young,Bicolor,Toy Fox Terrier,Toy,48,Average,Small,11.672941176470587,16868,460,3380,Toy,48,Average,Small,11.672941176470587,16868,460,3380,Mid-Price,Toy,48,Average,Small,11.672941176470587,16868,460,3380,Saver
69756196,Gemma,Small,Female,Baby,Apricot,Cocker Spaniel,Sporting,20,Excellent,Small,12.5,19888,465,6149,Sporting,20,Excellent,Small,12.5,19888,465,6149,High-End,Sporting,20,Excellent,Small,12.5,19888,465,6149,Budget
69756203,Amelia,Medium,Female,Young,Gray,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
69756205,Duke,Large,Male,Adult,Bicolor,German Shepherd,Herding,3,Brightest,Large,9.73,15091,820,3895,Herding,3,Brightest,Large,9.73,15091,820,3895,Mid-Price,Herding,3,Brightest,Large,9.73,15091,820,3895,Saver
69756206,Black Widow,Medium,Female,Baby,Black,Australian Cattle Dog,Herding,10,Brightest,Medium,11.67,17607,530,4671,Herding,10,Brightest,Medium,11.67,17607,530,4671,Mid-Price,Herding,10,Brightest,Medium,11.67,17607,530,4671,Saver
69756207,Captain Marvel,Medium,Female,Baby,Black,Australian Cattle Dog,Herding,10,Brightest,Medium,11.67,17607,530,4671,Herding,10,Brightest,Medium,11.67,17607,530,4671,Mid-Price,Herding,10,Brightest,Medium,11.67,17607,530,4671,Saver
69756208,Creamy,Small,Female,Adult,Brindle,Boston Terrier,Non-Sporting,54,Average,Medium,10.92,15352,690,3041,Non-Sporting,54,Average,Medium,10.92,15352,690,3041,Mid-Price,Non-Sporting,54,Average,Medium,10.92,15352,690,3041,Saver
69756213,Glinda,Medium,Female,Adult,Bicolor,Australian Shepherd,Herding,42,Average,Medium,12.28,18524,565,4915,Herding,42,Average,Medium,12.28,18524,565,4915,High-End,Herding,42,Average,Medium,12.28,18524,565,4915,Budget
69756219,Molly,Small,Female,Baby,Yellow,Chihuahua,Toy,67,Fair,Small,16.5,22640,588,4594,Toy,67,Fair,Small,16.5,22640,588,4594,High-End,Toy,67,Fair,Small,16.5,22640,588,4594,High-End
69756220,Missy,Medium,Female,Young,Red,American Staffordshire Terrier,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Mid-Price,Terrier,34,Above-Average,Medium,11.48,16605,1043,4224,Saver
