id,name,type,size,gender,age,colors_primary,colors_secondary,breeds
69802333,Stash,Dog,Small,Male,Adult,null,null,Shih Tzu
69802319,Walter,Dog,Medium,Male,Young,null,null,Shiba Inu
69802324,Wicket,Dog,Small,Male,Young,null,null,Poodle
69802295,Sourdough (137723),Dog,Medium,Female,Young,Red / Chestnut / Orange,null,Pit Bull Terrier
69802294,Cortado,Dog,Large,Female,Adult,White / Cream,null,Great Pyrenees
69802284,Buggy,Dog,Medium,Female,Adult,null,null,Mixed Breed
69802285,Tyla,Dog,Medium,Female,Adult,null,null,Pit Bull Terrier
69802275,ELVIRA,Dog,Small,Female,Baby,null,null,Mixed Breed
69802276,MICKEY,Dog,Large,Male,Adult,null,null,Siberian Husky
69802274,Benson,Dog,Medium,Male,Adult,null,null,Great Pyrenees
69802270,Travis,Dog,Medium,Male,Young,null,null,Hound
69802265,Benson,Dog,Medium,Male,Adult,null,null,Great Pyrenees
69802267,Travis,Dog,Medium,Male,Young,null,null,Hound
69802261,Theodore,Dog,Small,Male,Adult,null,null,Dachshund
69802262,Buddy,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69802257,Klaus,Dog,Medium,Male,Young,null,null,Spaniel
69802251,Butter Biscuit,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69802253,Korbin,Dog,Medium,Male,Young,null,null,Labrador Retriever
69802249,Alvin,Dog,Medium,Male,Young,null,null,Labrador Retriever
69802252,Atticus,Dog,Medium,Male,Young,null,null,Labrador Retriever
69802245,MARMALADE,Dog,Large,Female,Adult,null,null,Pit Bull Terrier
69802243,BAILEY,Dog,Medium,Female,Adult,null,null,Pit Bull Terrier
69802232,Doppio,Dog,Large,Female,Adult,White / Cream,null,Great Pyrenees
69802229,BRISTOL*,Dog,Large,Female,Adult,null,null,Pit Bull Terrier
69802225,TICONDEROGA*,Dog,Large,Female,Young,null,null,Dutch Shepherd
69802226,OHANA*,Dog,Medium,Female,Young,null,null,Pit Bull Terrier
69802201,BUNS,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69802206,CHEDDAR,Dog,Medium,Male,Adult,null,null,Pit Bull Terrier
69802211,COFFMAN,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69802204,BLUE,Dog,Large,Male,Young,null,null,Pit Bull Terrier
69802205,WILLOW,Dog,Medium,Female,Young,null,null,Belgian Shepherd / Malinois
69802209,NINA,Dog,Medium,Female,Adult,null,null,Pit Bull Terrier
69802202,ARIES,Dog,Large,Male,Young,null,null,Pit Bull Terrier
69802208,BLUE,Dog,Large,Male,Young,null,null,German Shepherd Dog
69802198,Babe,Dog,Medium,Female,Adult,Apricot / Beige,Tricolor (Brown/ Black/ & White),Catahoula Leopard Dog
69802193,Gracie,Dog,Extra Large,Female,Adult,null,null,Mastiff
69802190,Ryder (Courtesy),Dog,Large,Male,Adult,White / Cream,null,Labrador Retriever
69802191,Prancer,Dog,Medium,Female,Young,White / Cream,Black,Mixed Breed
69802173,Kettle,Dog,Medium,Male,Young,Black,null,Boston Terrier
69802178,Demi,Dog,Medium,Female,Young,White / Cream,null,Cattle Dog
69802174,Magic,Dog,Medium,Female,Young,White / Cream,Yellow / Tan / Blond / Fawn,Australian Cattle Dog / Blue Heeler
69802175,Snugs,Dog,Medium,Male,Adult,Yellow / Tan / Blond / Fawn,Black,Pug
69802176,Charlie,Dog,Medium,Male,Young,White / Cream,Black,Border Collie
69802173,Kettle,Dog,Medium,Male,Young,Black,null,Boston Terrier
69802163,Happy!!,Dog,Large,Male,Young,null,null,Husky
69802164,Peaches,Dog,Medium,Female,Young,Black,White / Cream,Mixed Breed
69802159,Cisco,Dog,Medium,Male,Young,Black,null,Mixed Breed
69802155,Ayla,Dog,Medium,Female,Adult,Black,null,Mixed Breed
69802157,Chewy,Dog,Medium,Male,Young,Brown / Chocolate,null,Mixed Breed
69802154,Tazz,Dog,Medium,Male,Adult,null,null,Mountain Cur
69802147,Noodle,Dog,Large,Female,Baby,null,null,Cattle Dog
69802143,Riley ,Dog,Medium,Female,Adult,Black,White / Cream,Shepherd
69802138,Ralphie,Dog,Small,Male,Adult,Golden,null,Golden Retriever
69802137,Cozumel,Dog,Small,Male,Senior,null,null,Shih Tzu
69802129,Chevy Chase loves vacation!,Dog,Medium,Male,Young,Yellow / Tan / Blond / Fawn,null,Pug
69802117,Bear,Dog,Large,Male,Adult,Black,null,Mixed Breed
69802119,Sir Sniff,Dog,Medium,Male,Adult,Black,White / Cream,Pointer
69802105,Layla,Dog,Medium,Female,Young,Black,White / Cream,Border Collie
69802094,Odin,Dog,Medium,Male,Young,Golden,null,Mixed Breed
69802091,Sammy,Dog,Medium,Male,Adult,null,null,Shepherd
69802066,54839528,Dog,Large,Male,Adult,null,null,Doberman Pinscher
69802065,54839531,Dog,Large,Male,Adult,null,null,Doberman Pinscher
69802063,54839502,Dog,Small,Female,Adult,null,null,Terrier
69802062,Luna,Dog,Medium,Female,Young,null,null,Pit Bull Terrier
69802058,Winston,Dog,Medium,Male,Baby,Black,null,Rottweiler
69802059,54838647,Dog,Large,Female,Adult,null,null,Doberman Pinscher
69802061,George,Dog,Large,Male,Adult,null,null,Labrador Retriever
69802060,54839504,Dog,Small,Male,Adult,null,null,Terrier
69802012,Mae,Dog,Small,Female,Adult,Black,null,Dachshund
69801988,Tapioca/ the pointer lab!,Dog,Medium,Female,Young,Brown / Chocolate,White / Cream,Pointer
69801987,Pete,Dog,Small,Male,Adult,Tricolor (Brown/ Black/ & White),null,Rat Terrier
69801985,Karma,Dog,Small,Female,Senior,null,null,Chihuahua
69801984,Buddy,Dog,Medium,Male,Adult,Brindle,null,Dutch Shepherd
69801982,Toby,Dog,Small,Male,Baby,Brown / Chocolate,Apricot / Beige,Mixed Breed
69801981,Annabelle,Dog,Small,Female,Baby,Apricot / Beige,null,Mixed Breed
69801980,Isabelle,Dog,Small,Female,Baby,Brown / Chocolate,Apricot / Beige,Mixed Breed
69801978,Molly,Dog,Small,Female,Baby,Black,White / Cream,Mixed Breed
69801979,Brim,Dog,Small,Female,Baby,Black,White / Cream,Mixed Breed
69801972,Jasmine,Dog,Medium,Female,Baby,Brown / Chocolate,null,Shepherd
69801971,Jameela,Dog,Medium,Female,Baby,Brown / Chocolate,null,Shepherd
69801963,Shelby,Dog,Small,Male,Baby,Brown / Chocolate,null,Dachshund
69801962,Tommie,Dog,Large,Male,Young,White / Cream,Brindle,American Bulldog
69801961,Jade,Dog,Medium,Female,Baby,Brown / Chocolate,null,Shepherd
69801960,Flint / JoJo,Dog,Small,Male,Adult,null,null,Australian Shepherd
69801957,Jim,Dog,Medium,Male,Adult,null,null,Pit Bull Terrier
69801950,Kelly,Dog,Medium,Female,Baby,Black,White / Cream,Husky
69801948,Milo,Dog,Small,Male,Adult,Brown / Chocolate,null,Chihuahua
69801946,damon,Dog,Large,Male,Adult,White / Cream,Black,Husky
69801935,Marigold,Dog,Extra Large,Female,Adult,null,null,Great Dane
69801936,Aten,Dog,Medium,Female,Adult,null,null,English Bulldog
69801927,Kate,Dog,Medium,Female,Baby,Black,White / Cream,Husky
69801925,Ollie,Dog,Medium,Male,Baby,null,null,Mixed Breed
69801918,Bella,Dog,Large,Female,Senior,Brown / Chocolate,White / Cream,Pit Bull Terrier
69801903,Pink,Dog,Medium,Female,Adult,null,null,Catahoula Leopard Dog
69801898,Bobby Joe,Dog,Medium,Male,Baby,null,null,Mixed Breed
69801893,Daisy,Dog,Small,Female,Adult,Apricot / Beige,null,Dachshund
69801886,Mocha,Dog,Large,Female,Young,Brown / Chocolate,null,Labradoodle
69801881,Jake,Dog,Medium,Male,Adult,Tricolor (Brown/ Black/ & White),null,Beagle
69801875,Tree: Cedar,Dog,Large,Female,Baby,null,null,Husky
69801869,Franklin,Dog,Medium,Male,Adult,White / Cream,Black,Beagle
69801859,Elvis ,Dog,Large,Male,Young,Bicolor,null,German Shepherd Dog
69801858,Lilly,Dog,Medium,Female,Adult,null,null,Shepherd
69801856,Bonnie-Bonded Pair,Dog,Small,Female,Young,Black,null,Dachshund
69801857,Deacon- Bonded Pair,Dog,Small,Male,Young,Brown / Chocolate,null,Dachshund
69801848,Baby Girl,Dog,Small,Male,Adult,null,null,Schnauzer
69757232,Emmy,Dog,Large,Female,Baby,Merle (Blue),Gray / Blue / Silver,Australian Shepherd
69801845,Corncob,Dog,Medium,Female,Adult,Black,White / Cream,Mixed Breed
69801840,Tilly,Dog,Large,Female,Young,Tricolor (Brown/ Black/ & White),null,Hound
69801835,Gravy,Dog,Small,Male,Young,Black,White / Cream,Pug
69801832,Ghost,Dog,Large,Male,Baby,Apricot / Beige,null,Great Pyrenees
69801829,Abbie,Dog,Medium,Female,Adult,Black,White / Cream,Australian Shepherd
69801822,NOBLE,Dog,Large,Female,Adult,null,null,Boerboel
69801820,Tilly,Dog,Medium,Female,Senior,null,null,Pit Bull Terrier
69801817,Snickerdoodle,Dog,Medium,Female,Baby,Black,White / Cream,Border Collie
69801808,Jake,Dog,Large,Male,Baby,Bicolor,null,Belgian Shepherd / Malinois
69801812,Wonder Boy,Dog,Medium,Male,Adult,Apricot / Beige,White / Cream,Pit Bull Terrier
69801807,Rylon,Dog,Small,Male,Adult,null,null,Papillon
69801802,Nutmeg,Dog,Large,Female,Baby,Black,Bicolor,German Shepherd Dog
69801786,Bear,Dog,Medium,Male,Baby,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69801785,Cinnamon,Dog,Large,Female,Baby,Black,Bicolor,German Shepherd Dog
69801775,Sage,Dog,Large,Female,Baby,Black,null,German Shepherd Dog
69801774,Flannel,Dog,Medium,Female,Baby,Brown / Chocolate,null,Black Mouth Cur
69801765,Owen,Dog,Medium,Male,Baby,null,null,Mixed Breed
69801766,Tilde,Dog,Medium,Male,Baby,null,null,Shiba Inu
69801767,Olaf,Dog,Medium,Male,Baby,null,null,Mixed Breed
69801757,Enzo,Dog,Small,Male,Senior,Black,Yellow / Tan / Blond / Fawn,Yorkshire Terrier
69801756,Luke,Dog,Small,Male,Adult,White / Cream,null,West Highland White Terrier / Westie
69801750,Xandarr,Dog,Medium,Male,Baby,White / Cream,null,Miniature Poodle
69801746,Sssst,Dog,Medium,Male,Baby,White / Cream,Gray / Blue / Silver,Miniature Poodle
69801738,Nix,Dog,Medium,Female,Young,null,null,Mixed Breed
69801742,Randy Bravo,Dog,Large,Male,Young,null,null,Pit Bull Terrier
69801739,Ryan,Dog,Small,Male,Young,null,null,Mixed Breed
69801741,Teresa,Dog,Large,Female,Adult,null,null,Pit Bull Terrier
69801743,Barbie,Dog,Large,Female,Adult,null,null,Pit Bull Terrier
69801730,Yoshinobu,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69801733,Beefcake,Dog,Small,Male,Baby,null,null,Mixed Breed
69801727,Ken,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69801725,Mhavrych,Dog,Medium,Male,Baby,White / Cream,null,Miniature Poodle
69801724,Apple Jacks,Dog,Medium,Male,Young,null,null,Flat-Coated Retriever
69801722,Mandy,Dog,Small,Female,Young,null,null,Chihuahua
69801720,Aliviyah,Dog,Medium,Female,Baby,White / Cream,null,Miniature Poodle
69801716,Knight in Shining Armor,Dog,Medium,Male,Young,Black,White / Cream,Black Labrador Retriever
69801715,M'Kay-Leigh,Dog,Medium,Female,Baby,White / Cream,null,Miniature Poodle
69801713,Glen,Dog,Medium,Male,Adult,Black,null,Mixed Breed
69801710,Brexxleigh,Dog,Medium,Female,Baby,Apricot / Beige,null,Miniature Poodle
69801709,Olsen,Dog,Small,Male,Baby,White / Cream,Black,Mixed Breed
69801701,Ruffles,Dog,Small,Female,Baby,Gray / Blue / Silver,White / Cream,Chihuahua
69801696,Lexi ,Dog,Medium,Female,Adult,Apricot / Beige,Brown / Chocolate,Airedale Terrier
69801695,Olaf,Dog,Small,Male,Baby,White / Cream,Yellow / Tan / Blond / Fawn,Mixed Breed
69801688,River,Dog,Large,Female,Young,null,null,Collie
69801692,Buddy,Dog,Medium,Male,Baby,null,null,Poodle
69801684,Sissy (Chi 7),Dog,Small,Female,Adult,Brown / Chocolate,null,Chihuahua
69801673,NOAH,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69801667,CHIEF,Dog,Extra Large,Male,Senior,null,null,German Shepherd Dog
69801663,LUCKY,Dog,Large,Male,Adult,null,null,English Bulldog
69801657,Heavy Cream,Dog,Medium,Male,Young,White / Cream,null,Husky
69801646,Autumn,Dog,Large,Female,Senior,Yellow / Tan / Blond / Fawn,White / Cream,Labrador Retriever
69801645,BRADY,Dog,Large,Male,Young,null,null,Alaskan Malamute
69801629,Misty,Dog,Medium,Female,Adult,null,null,Bernese Mountain Dog
69801625,Boone ,Dog,Large,Male,Young,Gray / Blue / Silver,null,Weimaraner
69801621,Gabriel,Dog,Large,Male,Adult,null,null,Border Collie
69801616,Zander,Dog,Small,Male,Baby,Tricolor (Brown/ Black/ & White),null,Beagle
69801617,Marshall,Dog,Medium,Male,Adult,Gray / Blue / Silver,White / Cream,Pit Bull Terrier
69801602,Grumpy (Snow White and 7 Dwarfs Litter),Dog,Small,Male,Baby,White / Cream,null,Terrier
69801599,Doc (Snow White and 7 Dwarfs Litter),Dog,Small,Male,Baby,Black,Yellow / Tan / Blond / Fawn,Terrier
69801600,Sneezy (Snow White and 7 Dwarfs Litter),Dog,Small,Male,Baby,White / Cream,null,Terrier
69801598,Bashful (Snow White and 7 Dwarfs Litter),Dog,Small,Male,Baby,Black,Yellow / Tan / Blond / Fawn,Terrier
69801601,Happy (Snow White and 7 Dwarfs Litter),Dog,Small,Male,Baby,Black,Yellow / Tan / Blond / Fawn,Terrier
69801596,Taylor,Dog,Small,Female,Baby,Black,null,Terrier
69801589,Cookie,Dog,Large,Female,Adult,Apricot / Beige,null,Shepherd
69801585,Savannah,Dog,Medium,Female,Baby,Apricot / Beige,null,Collie
69801582,Dolce,Dog,Medium,Female,Baby,White / Cream,null,Labrador Retriever
69801574,Annie,Dog,Small,Female,Young,White / Cream,Red / Chestnut / Orange,Pomeranian
69801571,Desiree,Dog,Small,Female,Adult,Black,null,Cocker Spaniel
69801566,Mr. Noodle,Dog,Small,Male,Baby,Black,null,Chihuahua
69801557,Honey,Dog,Large,Female,Adult,Brown / Chocolate,null,Chocolate Labrador Retriever
69801554,Bartholomew,Dog,Small,Male,Baby,Tricolor (Brown/ Black/ & White),null,Beagle
69801553,Hendrix,Dog,Small,Male,Baby,Black,null,Mixed Breed
69801552,Rolo,Dog,Medium,Female,Young,Brindle,null,Pit Bull Terrier
69801543,Grace,Dog,Medium,Female,Adult,White / Cream,Yellow / Tan / Blond / Fawn,American Staffordshire Terrier
69801542,Elsie Ott (Foster-to-Adopt),Dog,Small,Female,Baby,Black,White / Cream,Terrier
69801536,Antony,Dog,Medium,Male,Baby,null,null,Catahoula Leopard Dog
69801532,Daisy Mae,Dog,Medium,Female,Adult,null,null,Pit Bull Terrier
69801533,Dozer,Dog,Medium,Male,Adult,null,null,Labrador Retriever
69801522,Chica,Dog,Small,Female,Young,Bicolor,null,Pug
69801519,Bea Arthur (Foster-to-Adopt),Dog,Small,Female,Baby,Black,White / Cream,Terrier
69801514,Teddy,Dog,Small,Male,Baby,Apricot / Beige,Golden,Cavalier King Charles Spaniel
69801511,Max,Dog,Medium,Male,Baby,null,null,Catahoula Leopard Dog
69801501,Russell,Dog,Medium,Male,Adult,White / Cream,Brown / Chocolate,Mixed Breed
69801500,Buttons,Dog,Medium,Male,Adult,Brown / Chocolate,White / Cream,Pit Bull Terrier
69801495,Tammy,Dog,Medium,Female,Young,White / Cream,null,American Bully
69801492,Merlin,Dog,Small,Male,Adult,White / Cream,Yellow / Tan / Blond / Fawn,Terrier
69801485,Ruthy,Dog,Small,Female,Young,null,null,Chihuahua
69801484,Dixie,Dog,Medium,Female,Adult,White / Cream,null,Boxer
69772530,Archie,Dog,Large,Male,Baby,Black,null,Labrador Retriever
69801479,Sarge (Foster-to-Adopt),Dog,Small,Male,Baby,Yellow / Tan / Blond / Fawn,null,Terrier
69801469,Soren,Dog,Small,Male,Baby,Tricolor (Brown/ Black/ & White),null,Beagle
69801462,Potato*,Dog,Medium,Male,Baby,Yellow / Tan / Blond / Fawn,White / Cream,Labrador Retriever
69801456,Clefty,Dog,Large,Male,Senior,Tricolor (Brown/ Black/ & White),null,Coonhound
69801451,Snickers,Dog,Medium,Male,Young,Brown / Chocolate,null,Labrador Retriever
69801450,Garrison (Foster-to-Adopt),Dog,Small,Male,Baby,Yellow / Tan / Blond / Fawn,null,Terrier
69801449,Tito,Dog,Medium,Male,Baby,null,null,Catahoula Leopard Dog
69801441,Rex,Dog,Medium,Male,Baby,null,null,Catahoula Leopard Dog
69801445,Patton (Foster-to-Adopt),Dog,Small,Male,Baby,Yellow / Tan / Blond / Fawn,null,Terrier
69801440,Gatsby,Dog,Large,Male,Adult,Black,White / Cream,American Bulldog
69801434,Delta,Dog,Medium,Female,Adult,White / Cream,null,Basset Hound
69801437,Oreo aka Zeta,Dog,Medium,Female,Adult,Brindle,White / Cream,Pit Bull Terrier
69801430,Micah ,Dog,Medium,Male,Young,null,null,Mixed Breed
69801425,Callie,Dog,Small,Female,Baby,Bicolor,Black,Terrier
69801424,Nova,Dog,Medium,Female,Adult,Black,Brown / Chocolate,Mixed Breed
69801421,Cooper (happy happy pup!),Dog,Large,Male,Young,Tricolor (Brown/ Black/ & White),null,Beagle
69801420,CADEN - FOSTER OR FOSTER TO ADOPT HOME NEEDED,Dog,Large,Male,Adult,Black,Sable,Alaskan Malamute
69801419,Milu,Dog,Medium,Female,Baby,null,null,Catahoula Leopard Dog
69801418,BROWNIE,Dog,Large,Female,Adult,Red / Chestnut / Orange,White / Cream,American Staffordshire Terrier
69801416,SERENA - FOSTER OR FOSTER TO ADOPT HOME NEEDED,Dog,Medium,Female,Young,Black,White / Cream,Shepherd
69801413,RICKY,Dog,Large,Male,Baby,White / Cream,Brindle,Hound
69801412,Vesper,Dog,Medium,Female,Baby,null,null,Catahoula Leopard Dog
69801410,Rugrat,Dog,Small,Male,Baby,Tricolor (Brown/ Black/ & White),null,Beagle
69801408,Bandit ,Dog,Medium,Male,Adult,Black,White / Cream,Australian Shepherd
69801407,SOPHIE,Dog,Medium,Female,Young,Brindle,White / Cream,Plott Hound
69801402,Lucy,Dog,Large,Female,Adult,null,null,Labrador Retriever
69801391,Victor,Dog,Medium,Male,Young,null,null,Australian Shepherd
69801389,54838602,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69801388,Gracie,Dog,Small,Female,Senior,Brown / Chocolate,White / Cream,Jack Russell Terrier
69801379,Magnolia,Dog,Medium,Female,Adult,null,null,Carolina Dog
69801378,Maverick,Dog,Medium,Male,Adult,null,null,Siberian Husky
69801375,Luke,Dog,Small,Male,Adult,Golden,White / Cream,Dachshund
69801349,Malcolm,Dog,Medium,Male,Adult,Red / Chestnut / Orange,White / Cream,Shepherd
69801348,Babbette,Dog,Large,Female,Adult,Yellow / Tan / Blond / Fawn,null,Pit Bull Terrier
69801347,Leo,Dog,Medium,Male,Adult,Brown / Chocolate,White / Cream,Hound
69801345,Angus,Dog,Large,Male,Adult,Brown / Chocolate,White / Cream,Shepherd
69801344,Rosie,Dog,Medium,Female,Adult,Brown / Chocolate,White / Cream,Shepherd
69801339,Doug Stray Hold 11/30,Dog,Medium,Male,Young,Brown / Chocolate,null,Mixed Breed
69801325,Gillian,Dog,Medium,Female,Adult,null,null,Beagle
69801319,Chandler,Dog,Medium,Male,Baby,Brown / Chocolate,White / Cream,Mixed Breed
69801316,Hank (Sugar Bear),Dog,Small,Male,Young,null,null,Beagle
69801311,Jazzie is no longer accepting applications! ,Dog,Large,Female,Baby,Tricolor (Brown/ Black/ & White),null,Hound
69801304,Griffin,Dog,Medium,Male,Adult,White / Cream,Black,Dalmatian
69801305,Hickory,Dog,Large,Male,Adult,Black,null,Pit Bull Terrier
69801294,Evoque,Dog,Medium,Male,Baby,Tricolor (Brown/ Black/ & White),null,Collie
69801292,Remi,Dog,Medium,Male,Adult,Yellow / Tan / Blond / Fawn,Brown / Chocolate,Terrier
69801289,Cross Post - Sir Edward,Dog,Medium,Male,Young,Yellow / Tan / Blond / Fawn,null,Retriever
69801282,Lucy,Dog,Medium,Female,Baby,Brindle,White / Cream,Plott Hound
69801279,Maddox,Dog,Medium,Male,Young,Yellow / Tan / Blond / Fawn,Golden,Staffordshire Bull Terrier
69801277,Lucille,Dog,Medium,Female,Adult,Brown / Chocolate,White / Cream,English Bulldog
69801272,Lady,Dog,Large,Female,Adult,Black,null,Mixed Breed
69801266,Whinnie,Dog,Medium,Male,Adult,null,null,Rat Terrier
69801211,Caleb,Dog,Small,Male,Baby,Apricot / Beige,Yellow / Tan / Blond / Fawn,Dachshund
69801210,Dolly,Dog,Large,Female,Adult,Brindle,null,Mixed Breed
69801204,Reginald,Dog,Large,Male,Young,Tricolor (Brown/ Black/ & White),null,Labrador Retriever
69801191,Dora,Dog,Medium,Female,Adult,Black,Brown / Chocolate,Manchester Terrier
69801189,Yogi,Dog,Small,Male,Adult,null,null,Shih Tzu
69801169,Arkansas Dave,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69801168,Kira,Dog,Large,Female,Adult,Bicolor,Black,German Shepherd Dog
69801163,Goose (wonderful boy!),Dog,Large,Male,Young,Gray / Blue / Silver,null,Great Dane
69801159,Nami,Dog,Small,Female,Baby,Yellow / Tan / Blond / Fawn,null,Mixed Breed
69801158,Manny,Dog,Medium,Male,Baby,Brown / Chocolate,null,Labradoodle
69801154,Trombone (Located in St. Louis),Dog,Small,Male,Baby,Gray / Blue / Silver,White / Cream,Poodle
69801145,Giblet,Dog,Small,Male,Adult,White / Cream,null,Maltese
69801143,Milly,Dog,Medium,Female,Adult,null,null,American Staffordshire Terrier
69801139,Pookie Bear (male),Dog,Medium,Male,Young,White / Cream,Yellow / Tan / Blond / Fawn,Mixed Breed
69801125,Cocoa,Dog,Large,Female,Adult,Black,null,Black Labrador Retriever
69801119,Bekka,Dog,Small,Female,Adult,null,null,Pekingese
69801110,Ross,Dog,Medium,Male,Adult,null,null,Rottweiler
69801107,Calvin,Dog,Large,Male,Young,Brown / Chocolate,null,Boxer
69801106,Camila,Dog,Medium,Female,Adult,null,null,Staffordshire Bull Terrier
69801104,Nash,Dog,Small,Male,Baby,White / Cream,null,Labrador Retriever
69801102,Annie,Dog,Small,Female,Baby,Golden,White / Cream,Terrier
69801101,Rio,Dog,Medium,Male,Young,Brown / Chocolate,Merle (Red),Shepherd
69801100,Rio,Dog,Medium,Male,Young,Brown / Chocolate,Merle (Red),Shepherd
69801099,Rio,Dog,Medium,Male,Young,Brown / Chocolate,Merle (Red),Shepherd
69801098,Rio,Dog,Medium,Male,Young,Brown / Chocolate,Merle (Red),Shepherd
69801096,Minty,Dog,Medium,Female,Young,null,null,Shepherd
69801094,Danny,Dog,Large,Male,Young,White / Cream,null,Labrador Retriever
69801092,Danny,Dog,Large,Male,Young,White / Cream,null,Labrador Retriever
69801091,Squeaky,Dog,Medium,Male,Young,null,null,Cattle Dog
69801071,Albie,Dog,Large,Male,Adult,null,null,German Shepherd Dog
69801050,Halo,Dog,Medium,Female,Young,Gray / Blue / Silver,null,Husky
69801047,Pearl,Dog,Large,Female,Young,null,null,German Shepherd Dog
69801049,Jingle,Dog,Large,Female,Baby,Gray / Blue / Silver,null,Husky
69801045,Diamond,Dog,Large,Male,Young,null,null,German Shepherd Dog
69801042,Bowser,Dog,Medium,Male,Young,Brindle,null,Mixed Breed
69801041,Pup Stan,Dog,Medium,Male,Baby,Tricolor (Brown/ Black/ & White),null,Hound
69801035,Bandit,Dog,Medium,Male,Baby,null,null,Hound
69801034,Gerry,Dog,Large,Male,Adult,null,null,American Staffordshire Terrier
69801037,Darla,Dog,Medium,Female,Adult,null,null,Shepherd
69801036,Benny,Dog,Medium,Male,Adult,Apricot / Beige,null,Beagle
69801038,Bertha,Dog,Large,Female,Young,null,null,American Staffordshire Terrier
69801033,Bullet,Dog,Medium,Male,Adult,null,null,Boxer
69801028,Bailey,Dog,Large,Male,Young,Tricolor (Brown/ Black/ & White),null,Goldendoodle
69801027,Maurice,Dog,Small,Male,Adult,Tricolor (Brown/ Black/ & White),null,Terrier
69801026,Rosie,Dog,Medium,Female,Adult,Brown / Chocolate,null,Chow Chow
69801012,Tuesday,Dog,Medium,Female,Adult,Tricolor (Brown/ Black/ & White),null,Labrador Retriever
69801007,Zippy,Dog,Medium,Male,Adult,Tricolor (Brown/ Black/ & White),null,Labrador Retriever
69801008,Rip,Dog,Large,Male,Adult,Tricolor (Brown/ Black/ & White),null,Doberman Pinscher
69801010,Tiger,Dog,Large,Male,Adult,null,null,Pit Bull Terrier
69800999,DJ,Dog,Medium,Male,Adult,Tricolor (Brown/ Black/ & White),null,American Bulldog
69800951,Birdie,Dog,Small,Female,Young,Tricolor (Brown/ Black/ & White),null,Chihuahua
69800948,Lucy,Dog,Large,Female,Senior,null,null,Labrador Retriever
69800963,Delia,Dog,Medium,Female,Young,null,null,Pit Bull Terrier
69800929,Henry,Dog,Medium,Male,Young,null,null,German Wirehaired Pointer
69800919,Foxy,Dog,Small,Female,Young,null,null,Terrier
69800954,Lucy Lu,Dog,Large,Female,Adult,null,null,Rhodesian Ridgeback
69800946,Sapphire,Dog,Large,Female,Adult,null,null,Carolina Dog
69800923,Churro,Dog,Small,Male,Adult,null,null,Terrier
69800972,Pablo and Phoebe,Dog,Small,Male,Adult,Brown / Chocolate,null,Terrier
69800932,Bryn,Dog,Large,Female,Young,null,null,American Bulldog
69800900,Hodo,Dog,Small,Male,Adult,null,null,Chihuahua
69800901,Joey (In Foster Home),Dog,Large,Male,Adult,Tricolor (Brown/ Black/ & White),null,German Shepherd Dog
69800899,Leila,Dog,Small,Female,Senior,White / Cream,null,Pomeranian
69800897,Thanksgiving Miracle Litter: Acorn,Dog,Medium,Male,Baby,null,null,Pit Bull Terrier
69800898,Thanksgiving Miracle Litter: Chestnut,Dog,Medium,Male,Baby,null,null,Pit Bull Terrier
69800896,Thanksgiving Miracle Litter: Charlie Brown,Dog,Medium,Male,Baby,null,null,Pit Bull Terrier
69800881,PUPPY FOSTERS or FOSTER-to-ADOPT NEEDED!,Dog,Large,Male,Baby,Brown / Chocolate,null,German Shepherd Dog
69800869,Vince,Dog,Medium,Male,Senior,null,null,Pit Bull Terrier
69800872,Toby,Dog,Large,Male,Young,null,null,Pit Bull Terrier
69800867,Lonnie,Dog,Medium,Male,Adult,null,null,Boxer
69800871,Frost,Dog,Small,Male,Adult,null,null,Pomeranian
69800865,Vader,Dog,Medium,Male,Adult,null,null,Labrador Retriever
69800866,Sidney,Dog,Large,Female,Adult,null,null,Pit Bull Terrier
69800863,Mika,Dog,Large,Female,Baby,Tricolor (Brown/ Black/ & White),null,Mixed Breed
69800857,Susan,Dog,Small,Female,Adult,null,null,Schnauzer
69800855,Angelface,Dog,Medium,Female,Young,null,null,Labrador Retriever
69800854,Greyson,Dog,Large,Male,Adult,null,null,German Shepherd Dog
69800841,Tyson,Dog,Large,Male,Young,null,null,Mixed Breed
69800825,Thelma,Dog,Medium,Female,Baby,null,null,Pit Bull Terrier
69800799,Ray,Dog,Large,Male,Young,null,null,Labrador Retriever
69800801,Fresh,Dog,Medium,Female,Baby,null,null,Labrador Retriever
69800803,Jibblet,Dog,Medium,Male,Young,null,null,Pit Bull Terrier
69800802,Punches,Dog,Medium,Male,Adult,null,null,Labrador Retriever
69800798,Samwise,Dog,Small,Male,Baby,null,null,Labrador Retriever
69800792,Michaelangelo,Dog,Medium,Male,Young,null,null,Shepherd
69800795,Kip,Dog,Small,Male,Baby,null,null,Hound
